lesson,source_file,pdf_page,source_heading,role,planned_anchor,chapter,status
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,16,What is a Cronjob? / A cronjob is a time-based scheduler that runs a script automatically at a specified interval. / ● It is useful when a task only needs a timer.,chapter material or chapter divider,b12/ch03,A timer cannot judge readiness,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,17,Cronjob’s Limitations for Data Pipelines / Cron Job scheduling often lacks advanced orchestration features. / Limitations:,chapter material or chapter divider,b12/ch03,A timer cannot judge readiness,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,18,Airflow 01/ / 02/ Airflow Architecture / 03/ Operators & Data Passing,chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,19,What Is Apache Airflow? / Apache Airflow is a workflow orchestration platform. / It helps data teams:,chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,20,What Airflow Is Not / Airflow is not: / ● a database,chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,21,Why Airflow Uses DAGs / A workflow must describe: / ● which tasks exist,chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,22,"DAG, DAG Run, Task Instance / One DAG can have many DAG Runs. / Each DAG Run contains many Task Instances.",chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,23,Airflow Architecture / 1. DAG Files: / ● Define workflow structure as Python code.,chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,24,Airflow Component Interaction / Each component has a single responsibility. / The Metadata Database is the central source,chapter material or chapter divider,b12/ch04,A DAG is a plan; a run is an event,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,25,"Airflow Operators / Each task is defined as an Operator, and Airflow provides a wide range of built-in Operators for / various tasks, such as running Bash commands, Python scripts, or interacting with databases",chapter material or chapter divider,b12/ch05,"Tasks exchange references, not whole datasets",planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,26,Popular Airflow Operators / Some common Airflow Operators: / Operator What it does Example use case,chapter material or chapter divider,b12/ch05,"Tasks exchange references, not whole datasets",planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,27,Sensors: Waiting for Conditions / A Sensor is a special type of Operator that waits for a condition. / Examples:,chapter material or chapter divider,b12/ch05,"Tasks exchange references, not whole datasets",planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,28,Why Task Communication Is Needed / One task may produce information another task needs. / Examples:,chapter material or chapter divider,b12/ch05,"Tasks exchange references, not whole datasets",planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,29,What Is XCom? / XCom (short for cross-communication) is Airflow's built-in mechanism for tasks to push and / pull small values between each other.,chapter material or chapter divider,b12/ch05,"Tasks exchange references, not whole datasets",planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,30,Airflow / Administration / & Scaling,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,31,Variables & Connections: No Hardcoding / Hardcoded in DAG file / Password = abc123“ host= “prod-db” Variables,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,32,"Executors: Choosing the Execution Mode / Airflow supports multiple execution modes. / Even with the right executor, running too many tasks at once can break shared systems. That is why we need concurrency control.",chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,33,"Why Concurrency Control Matters / ● By default, we may want tasks to run as fast as possible. / ● But too much parallelism can overload shared systems.",chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,34,Three Levels of Concurrency / Global level - parallelism setting / Max tasks running across the entire Airflow system at once. Set in airflow.cfg,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,35,Global-Level Control: parallelism / parallelism controls the maximum number of task instances that can run across the entire / Airflow environment.,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,36,DAG-Level Control: max_active_runs / max_active_runs limits how many DAG Runs of the same DAG can be active at the same time. / It answers:,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,37,Resource-Level Control: Pools / Pools define the number of worker slots for each pool / Example:,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,38,Monitoring: Knowing Before Someone Tell You / Alerts / Email or Slack on failure or retry,chapter material or chapter divider,b12/ch06,Protect the systems beneath the scheduler,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,39,Data / Validation / Why Bad Data is Dangerous01/,chapter material or chapter divider,b12/ch07,Green tasks can still carry bad data,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,40,"Why Bad Data Is Dangerous / ● According to Gartner, bad data quality costs organizations an average of $11.8M / per year",chapter material or chapter divider,b12/ch07,Green tasks can still carry bad data,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,41,What Is Bad Data? / Data is bad when it is not fit for its intended use. / Common examples:,chapter material or chapter divider,b12/ch07,Green tasks can still carry bad data,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,42,Six Data Quality Dimensions / How do we know if the data quality is high? / Dimension Description Example,chapter material or chapter divider,b12/ch07,Green tasks can still carry bad data,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,43,From Quality Dimensions to Validation Rules / Data validation means turning quality expectations into / executable checks.,chapter material or chapter divider,b12/ch07,Green tasks can still carry bad data,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,44,Data Quality Improvement Lifecycle / Business case / Data discovery,chapter material or chapter divider,b12/ch08,Quality improves through a feedback loop,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,45,Example of The Life Cycle (1) / ● Business case: A retail company. / ● Data discovery & profiling:,chapter material or chapter divider,b12/ch08,Quality improves through a feedback loop,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,46,Example of the Life Cycle (2) / ● Monitoring: / A data quality dashboard is set up:,chapter material or chapter divider,b12/ch08,Quality improves through a feedback loop,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,47,"Data Quality Monitoring Requirements / A successful data quality monitoring strategy must ensure 4 monitoring dimensions: / ● Detect quality issues at multiple levels: tables, rows and columns",chapter material or chapter divider,b12/ch08,Quality improves through a feedback loop,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,48,Approaches to Detect Data Quality Issues / Common approaches: / ● Manual method:,chapter material or chapter divider,b12/ch08,Quality improves through a feedback loop,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,49,Why Validation Belongs Inside Orchestration / Validation should not be separate from the pipeline. / A validation task should decide:,chapter material or chapter divider,b12/ch09,A failed check must change execution,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,50,The Problem: Bad Data Flowing Downstream / You run a data quality check. It fails. But your pipeline keeps running anyway - because nobody / told it to stop.,chapter material or chapter divider,b12/ch09,A failed check must change execution,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,51,"The Circuit Breaker Pattern / ● In electrical systems, a circuit breaker cuts power when a fault is detected - before the / fault damages the rest of the circuit.",chapter material or chapter divider,b12/ch09,A failed check must change execution,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,52,Circuit Breaker in Airflow / A circuit breaker workflow usually contains: / But what if we could prevent bad data from being produced in the first place? That's what data contracts are for.,chapter material or chapter divider,b12/ch09,A failed check must change execution,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,53,The Problem Data Contracts Solve / Downstream pipelines break when upstream data changes unexpectedly. / A data contract makes this agreement explicit and enforceable.,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,54,Data Contracts / ● A data contract is a formal agreement between the team that produces data and the team / that consumes it.,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,55,What a Data Contract Defines / Property Example / Schema Column user_id must exist and be type INTEGER,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,56,Validation Frameworks / Now let’s look at tools and frameworks that help implement these ideas. / Common validation tools:,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,57,"Great Expectations (GX) / GX is a data validation framework that helps teams define and run data quality rules. / In GX, a validation rule is called an Expectation.",chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,58,GX in Airflow: Validation as a Pipeline Gate / GX can be used inside an Airflow DAG as a validation step. / Example workflow:,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,59,Deequ / Deequ is a data quality library built for Apache Spark. / It is well suited for:,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,60,"Deequ: Advanced Features / GX and Deequ help validate data inside pipelines. / But in large data platforms, teams also need metadata, ownership, and lineage visibility.",chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,61,DataHub / DataHub helps teams manage metadata across the data platform. [Demo] / It can track:,chapter material or chapter divider,b12/ch10,Make the agreement executable,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,62,fullstackdatascience.com / References / ● Data Quality Fundamentals,references,source-analysis.md,Original reference list retained in authoring audit,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,63,Thank you,closing,b12/summary,Closing page,planned; implementation and coverage review pending
